XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),label
0.24,3670.00,4470.00,9.40,26.90,42.40,2690.00,75.70,120.00,0.36,80.40,51.70,2620.00,24.30,50.40,3090.00,22.70,66.10,238.00,338.00,94.70,77.40,32.10,8.85,26.50,6.93,18.90,1.66,32.70,13.90,23.90,1.34,19.00,2.27,4.83,2.37,0.02,0.83,0.09,53.80,43.60,63.40,53.20,23.40,60.80,21.20,43.00,43.00,47.50,49.80,40.70,18.80,0.00
0.24,3700.00,4420.00,9.31,27.30,42.20,2700.00,75.50,120.00,0.36,80.50,52.00,2620.00,24.20,49.80,3100.00,23.00,66.10,240.00,338.00,94.60,77.50,32.10,8.85,26.50,6.93,18.90,1.66,32.70,13.90,23.90,1.34,19.00,2.27,4.83,2.37,0.02,0.83,0.09,53.80,43.60,62.80,53.80,23.60,58.40,21.60,42.90,44.10,46.10,49.70,42.00,18.00,0.00
0.25,3640.00,4520.00,9.22,26.80,42.50,2690.00,75.00,120.00,0.34,80.50,52.00,2620.00,27.00,47.90,3090.00,21.70,66.20,237.00,339.00,94.70,77.20,32.30,8.95,26.50,6.76,18.80,1.68,32.80,13.70,24.00,1.23,18.80,2.29,4.85,2.26,0.02,0.83,0.09,53.80,43.60,62.80,53.60,23.70,61.60,21.30,41.00,43.90,41.60,50.10,40.80,21.00,0.00
0.24,3670.00,4500.00,9.20,26.60,42.70,2690.00,75.80,120.00,0.34,80.30,49.30,2620.00,24.00,51.30,3090.00,22.80,66.20,239.00,338.00,94.70,77.20,32.30,8.95,26.50,6.76,18.80,1.68,32.80,13.70,24.00,1.23,18.80,2.29,4.85,2.26,0.02,0.83,0.09,53.80,43.60,62.30,53.70,24.10,63.40,21.10,40.80,36.00,49.60,50.10,41.20,18.50,0.00
0.22,3700.00,4540.00,9.39,26.70,42.40,2690.00,75.60,120.00,0.32,80.30,49.10,2620.00,25.70,50.00,3100.00,23.30,66.20,239.00,338.00,94.70,77.10,31.70,8.79,26.40,6.98,18.80,1.64,32.30,14.00,24.00,1.36,19.00,2.27,4.79,2.37,0.02,0.83,0.09,53.80,43.60,63.30,53.60,22.40,60.40,21.30,38.50,35.50,46.60,50.20,40.80,17.40,0.00
0.23,3660.00,4530.00,9.38,26.70,42.90,2700.00,74.50,120.00,0.32,80.40,49.30,2620.00,24.00,50.00,3100.00,22.50,66.20,240.00,338.00,94.60,77.40,31.70,8.79,26.40,6.98,18.80,1.64,32.30,14.00,24.00,1.36,19.00,2.27,4.79,2.37,0.01,0.84,0.11,55.00,44.00,64.10,53.70,22.10,60.20,20.90,38.50,36.20,46.60,49.80,41.50,19.10,0.00
0.28,3580.00,4530.00,9.42,27.00,42.50,2690.00,75.00,120.00,0.36,80.20,48.60,2620.00,24.70,50.30,3100.00,22.40,66.20,238.00,338.00,94.70,77.30,32.10,8.91,26.80,6.98,19.20,1.66,32.80,13.90,23.60,1.26,18.60,2.27,4.91,2.40,0.01,0.84,0.11,55.00,44.00,63.50,53.80,28.10,61.10,20.80,42.90,34.10,47.20,49.90,41.20,19.40,0.00
0.29,3640.00,4520.00,9.36,26.90,42.20,2700.00,75.00,120.00,0.36,80.40,49.90,2630.00,22.30,49.40,3100.00,22.70,66.10,240.00,338.00,94.70,77.60,32.10,8.91,26.80,6.98,19.20,1.66,32.80,13.90,23.60,1.26,18.60,2.27,4.91,2.40,0.01,0.84,0.11,55.00,44.00,62.50,53.90,27.90,64.10,21.60,42.80,37.90,45.10,49.70,40.80,18.70,0.00
0.26,3640.00,4460.00,9.29,26.80,42.70,2700.00,74.20,120.00,0.34,80.50,50.90,2630.00,24.90,50.80,3100.00,24.20,66.10,239.00,339.00,94.70,77.70,31.90,9.03,25.90,6.86,19.30,1.68,32.80,13.90,23.90,1.23,18.80,2.24,4.90,2.33,0.01,0.84,0.11,55.00,44.00,62.40,53.50,24.60,60.80,21.80,41.90,40.60,48.30,49.70,41.00,15.00,0.00
0.25,3620.00,4480.00,9.31,27.30,42.40,2700.00,75.00,120.00,0.35,80.70,49.20,2630.00,25.20,50.80,3100.00,23.60,66.20,240.00,339.00,94.70,77.90,31.90,9.03,25.90,6.86,19.30,1.68,32.80,13.90,23.90,1.23,18.80,2.24,4.90,2.33,0.01,0.84,0.11,55.00,44.00,62.70,53.20,24.80,63.20,21.70,41.40,35.80,48.40,49.60,41.00,16.50,0.00
0.27,3660.00,4440.00,9.40,26.60,42.50,2700.00,74.60,120.00,0.35,80.60,49.90,2630.00,25.20,50.60,3100.00,22.90,66.30,237.00,339.00,94.60,77.20,31.90,8.69,26.40,6.70,18.70,1.65,32.50,13.90,23.90,1.28,19.00,2.29,4.80,2.36,0.01,0.82,0.12,53.40,44.00,63.00,53.60,27.00,60.80,21.40,41.60,37.80,48.00,50.10,40.80,18.10,0.00
0.28,3680.00,4460.00,9.35,27.10,42.80,2700.00,74.70,120.00,0.35,80.20,50.00,2630.00,27.70,51.20,3100.00,22.70,66.20,239.00,339.00,94.70,77.10,31.90,8.69,26.40,6.70,18.70,1.65,32.50,13.90,23.90,1.28,19.00,2.29,4.80,2.36,0.01,0.82,0.12,53.40,44.00,62.70,53.30,26.60,61.60,21.40,41.40,38.00,49.30,50.00,40.40,18.80,0.00
0.28,3710.00,4480.00,9.46,26.90,42.70,2700.00,73.90,120.00,0.35,80.00,49.50,2630.00,25.20,50.70,3100.00,22.00,66.10,242.00,340.00,94.50,76.80,32.00,8.66,26.60,6.87,18.90,1.64,32.60,13.90,24.20,1.34,19.00,2.27,4.93,2.33,0.01,0.82,0.12,53.40,44.00,63.70,54.40,27.70,61.70,21.20,41.50,36.50,48.20,49.80,42.00,20.40,0.00
0.28,3710.00,4500.00,9.27,26.90,42.50,2700.00,74.80,120.00,0.35,80.10,52.00,2630.00,25.80,50.20,3100.00,22.50,66.10,241.00,340.00,94.50,77.30,32.00,8.66,26.60,6.87,18.90,1.64,32.60,13.90,24.20,1.34,19.00,2.27,4.93,2.33,0.01,0.82,0.12,53.40,44.00,63.70,54.20,27.50,60.40,21.70,41.10,44.00,46.90,50.00,40.50,19.30,0.00
0.27,3670.00,4510.00,9.48,27.20,42.40,2700.00,74.60,120.00,0.35,80.20,50.70,2630.00,25.20,51.10,3100.00,23.00,66.10,239.00,340.00,94.40,77.50,31.90,8.94,26.70,6.92,19.00,1.65,33.20,14.00,23.90,1.36,18.60,2.29,4.86,2.30,0.01,0.82,0.12,53.40,44.00,63.10,53.40,26.70,60.90,21.80,41.30,40.20,49.10,50.20,42.50,18.00,0.00
0.27,3670.00,4570.00,9.27,27.30,42.80,2700.00,75.10,120.00,0.35,80.30,49.20,2630.00,26.20,50.80,3100.00,22.90,66.10,240.00,340.00,94.60,77.50,31.90,8.94,26.70,6.92,19.00,1.65,33.20,14.00,23.90,1.36,18.60,2.29,4.86,2.30,0.03,0.84,0.09,54.40,44.50,63.10,52.80,26.80,63.20,21.70,41.60,35.70,48.30,49.70,40.40,18.10,0.00
0.28,3650.00,4500.00,9.40,26.80,42.10,2710.00,75.40,120.00,0.36,80.50,50.90,2630.00,24.50,49.10,3100.00,22.20,66.10,239.00,340.00,94.40,77.40,31.80,9.00,26.50,6.97,18.60,1.65,33.00,13.70,23.90,1.28,18.70,2.27,4.80,2.27,0.03,0.84,0.09,54.40,44.50,62.90,53.40,27.20,61.60,21.90,43.00,40.70,44.50,49.70,41.40,19.80,0.00
0.28,3660.00,4480.00,9.35,27.10,42.60,2700.00,75.40,120.00,0.36,80.20,51.30,2630.00,25.00,49.40,3100.00,21.60,66.10,239.00,340.00,94.70,77.40,31.80,9.00,26.50,6.97,18.60,1.65,33.00,13.70,23.90,1.28,18.70,2.27,4.80,2.27,0.03,0.84,0.09,54.40,44.50,62.80,53.70,27.40,62.10,21.70,43.20,41.90,45.20,49.60,40.70,21.30,0.00
0.29,3640.00,4520.00,9.36,27.10,42.20,2700.00,74.60,120.00,0.33,80.20,50.70,2630.00,25.60,49.20,3100.00,22.70,66.10,237.00,341.00,94.50,77.20,31.80,8.79,26.20,6.85,18.80,1.69,32.60,13.90,23.90,1.19,19.00,2.29,4.85,2.32,0.03,0.84,0.09,54.40,44.50,62.50,54.10,29.00,60.90,22.10,39.30,40.30,44.70,49.70,41.70,18.80,0.00
0.29,3640.00,4550.00,9.29,27.10,42.40,2710.00,75.20,120.00,0.33,80.20,48.70,2640.00,23.40,49.10,3100.00,22.70,66.10,238.00,341.00,94.70,77.40,31.80,8.79,26.20,6.85,18.80,1.69,32.60,13.90,23.90,1.19,19.00,2.29,4.85,2.32,0.03,0.84,0.09,54.40,44.50,62.70,53.80,28.80,61.00,22.10,39.50,34.20,44.40,49.40,40.50,18.60,0.00
0.30,3670.00,4480.00,9.42,26.90,42.30,2710.00,75.40,120.00,0.35,80.10,48.70,2630.00,26.20,50.60,3110.00,23.50,66.10,239.00,341.00,94.60,77.30,32.20,8.96,26.70,6.77,19.00,1.66,32.70,13.80,23.90,1.21,19.00,2.23,4.80,2.32,0.02,0.84,0.09,53.30,43.70,63.10,54.00,28.90,61.60,21.90,41.60,34.20,48.00,49.60,41.20,16.90,0.00
0.30,3670.00,4470.00,9.24,26.80,42.20,2710.00,74.50,120.00,0.35,80.00,50.10,2630.00,26.30,51.10,3100.00,24.00,66.00,237.00,342.00,94.60,77.20,32.20,8.96,26.70,6.77,19.00,1.66,32.70,13.80,23.90,1.21,19.00,2.23,4.80,2.32,0.02,0.84,0.09,53.30,43.70,63.20,54.10,29.00,63.80,22.20,41.70,38.30,49.10,49.80,40.90,15.70,0.00
0.27,3690.00,4500.00,9.49,26.60,42.30,2710.00,74.60,120.00,0.34,80.10,49.90,2640.00,24.80,49.60,3100.00,21.50,66.00,239.00,342.00,94.50,77.50,32.00,8.76,26.60,6.76,18.70,1.65,33.00,13.90,23.80,1.32,18.80,2.28,4.89,2.25,0.02,0.84,0.09,53.30,43.70,63.40,53.40,26.10,61.20,22.00,40.30,37.80,45.70,49.70,41.60,21.50,0.00
0.27,3700.00,4490.00,9.34,27.20,42.40,2710.00,74.30,120.00,0.34,80.20,49.90,2640.00,26.00,51.10,3100.00,23.60,66.00,239.00,342.00,94.40,77.60,32.00,8.76,26.60,6.76,18.70,1.65,33.00,13.90,23.80,1.32,18.80,2.28,4.89,2.25,0.02,0.84,0.09,53.30,43.70,63.40,53.60,26.00,60.90,22.40,40.40,37.90,49.00,49.70,41.40,16.60,0.00
0.29,3690.00,4510.00,9.34,27.00,42.50,2710.00,76.20,120.00,0.35,80.00,50.70,2630.00,26.10,51.20,3100.00,23.00,66.00,241.00,342.00,94.60,77.10,32.20,8.96,26.40,6.88,18.60,1.66,32.80,13.80,24.10,1.31,18.60,2.25,4.85,2.31,0.02,0.84,0.09,53.30,43.70,63.80,54.00,28.10,63.00,21.90,41.10,40.20,49.30,49.60,41.80,18.00,0.00
0.29,3710.00,4500.00,9.34,27.00,42.60,2710.00,75.10,120.00,0.35,80.00,50.80,2630.00,25.30,51.30,3100.00,23.00,66.00,241.00,342.00,94.30,77.20,32.20,8.96,26.40,6.88,18.60,1.66,32.80,13.80,24.10,1.31,18.60,2.25,4.85,2.31,0.01,0.84,0.11,53.70,43.80,63.30,54.20,28.10,62.00,22.40,41.10,40.60,49.50,49.50,41.30,18.10,0.00
0.27,3650.00,4530.00,9.27,27.50,42.40,2710.00,74.60,120.00,0.34,80.30,49.10,2640.00,25.00,48.40,3100.00,22.50,66.00,240.00,342.00,94.40,77.80,32.50,8.84,25.90,6.72,18.90,1.68,33.30,13.90,24.20,1.50,18.90,2.25,4.84,2.21,0.01,0.84,0.11,53.70,43.80,63.30,54.00,26.60,60.50,22.80,39.90,35.50,42.80,49.70,41.60,19.10,0.00
0.27,3640.00,4520.00,9.41,26.90,41.90,2710.00,75.20,120.00,0.33,80.30,50.50,2640.00,25.30,50.90,3100.00,21.00,66.10,239.00,342.00,94.40,77.00,32.50,8.84,25.90,6.72,18.90,1.68,33.30,13.90,24.20,1.50,18.90,2.25,4.84,2.21,0.01,0.84,0.11,53.70,43.80,63.60,54.10,26.40,60.10,22.40,40.10,39.50,48.70,49.80,41.40,22.60,0.00
0.23,3720.00,4480.00,9.42,26.50,42.30,2710.00,74.60,120.00,0.35,80.00,49.90,2640.00,23.30,49.90,3100.00,23.40,66.10,237.00,343.00,94.40,77.20,32.30,8.97,26.30,6.88,18.70,1.69,32.70,13.70,24.10,1.28,18.30,2.23,4.88,2.28,0.01,0.84,0.11,53.70,43.80,63.80,54.00,22.40,61.20,22.40,41.10,37.90,46.30,50.00,41.50,17.10,0.00
0.23,3690.00,4500.00,9.35,26.60,42.50,2700.00,75.50,120.00,0.35,79.90,49.10,2630.00,23.80,50.00,3100.00,24.50,66.00,237.00,343.00,94.50,77.00,32.30,8.97,26.30,6.88,18.70,1.69,32.70,13.70,24.10,1.28,18.30,2.23,4.88,2.28,0.01,0.84,0.11,53.70,43.80,64.20,53.70,22.70,61.60,22.40,41.40,35.60,46.50,50.00,41.50,14.50,0.00
0.25,3680.00,4510.00,9.35,26.70,42.90,2700.00,74.80,120.00,0.33,79.90,51.70,2630.00,24.10,50.40,3100.00,23.40,66.00,241.00,342.00,94.40,77.20,32.50,8.88,26.40,6.99,18.60,1.70,33.60,13.90,24.20,1.27,18.60,2.25,4.86,2.30,0.00,0.84,0.10,53.80,43.70,63.10,54.10,25.20,62.60,22.20,38.40,43.10,47.40,49.80,42.30,17.10,0.00
0.25,3640.00,4540.00,9.38,27.00,42.20,2700.00,75.50,120.00,0.33,79.90,52.30,2630.00,26.50,50.30,3100.00,22.80,66.00,240.00,343.00,94.70,77.00,32.50,8.88,26.40,6.99,18.60,1.70,33.60,13.90,24.20,1.27,18.60,2.25,4.86,2.30,0.00,0.84,0.10,53.80,43.70,63.70,53.80,25.10,63.40,22.30,38.60,44.90,47.30,50.00,41.70,18.40,0.00
0.23,3620.00,4540.00,9.42,27.30,42.20,2700.00,74.30,120.00,0.35,80.00,51.00,2630.00,26.30,49.70,3100.00,23.20,66.00,236.00,342.00,94.50,77.50,32.10,8.98,26.50,6.92,19.10,1.67,32.90,13.60,24.50,1.48,18.00,2.29,4.76,2.31,0.00,0.84,0.10,53.80,43.70,63.00,53.90,22.40,60.90,22.70,41.30,41.10,45.80,50.30,41.50,17.60,0.00
0.23,3650.00,4530.00,9.47,26.90,42.20,2700.00,74.60,120.00,0.35,80.20,51.40,2630.00,24.80,50.40,3100.00,23.30,66.00,241.00,342.00,94.70,77.60,32.10,8.98,26.50,6.92,19.10,1.67,32.90,13.60,24.50,1.48,18.00,2.29,4.76,2.31,0.00,0.84,0.10,53.80,43.70,62.50,54.10,22.50,62.70,22.30,41.40,42.20,47.50,49.90,40.80,17.20,0.00
0.27,3660.00,4500.00,9.37,26.90,41.90,2710.00,75.00,120.00,0.32,80.30,49.20,2640.00,23.60,49.60,3100.00,23.40,66.10,239.00,343.00,94.60,77.40,32.20,8.96,26.30,6.81,18.80,1.63,33.30,13.80,24.20,1.17,18.40,2.27,4.75,2.20,0.00,0.84,0.10,53.80,43.70,62.90,53.20,26.30,61.90,22.70,37.60,35.90,45.60,50.20,41.10,17.10,0.00
0.27,3680.00,4470.00,9.44,26.90,42.50,2710.00,75.30,120.00,0.33,80.20,50.40,2640.00,25.30,48.10,3100.00,22.30,66.10,241.00,343.00,94.40,77.50,32.20,8.96,26.30,6.81,18.80,1.63,33.30,13.80,24.20,1.17,18.40,2.27,4.75,2.20,0.01,0.83,0.08,53.80,43.80,62.60,53.60,26.30,62.30,22.80,37.30,39.20,42.20,49.90,40.90,19.70,0.00
0.26,3670.00,4490.00,9.38,26.90,42.40,2700.00,74.60,120.00,0.34,79.90,49.60,2630.00,24.60,50.70,3100.00,21.20,66.10,239.00,342.00,94.70,77.10,32.50,8.78,26.70,6.88,18.70,1.69,32.90,13.70,23.40,1.30,18.30,2.28,4.94,2.31,0.01,0.83,0.08,53.80,43.80,63.80,54.00,25.50,63.10,22.30,40.20,36.80,48.20,50.20,41.20,22.20,0.00
0.26,3670.00,4500.00,9.25,27.50,42.20,2700.00,74.90,120.00,0.34,79.80,49.00,2630.00,25.90,49.80,3100.00,22.30,66.10,240.00,342.00,94.40,77.00,32.50,8.78,26.70,6.88,18.70,1.69,32.90,13.70,23.40,1.30,18.30,2.28,4.94,2.31,0.01,0.83,0.08,53.80,43.80,63.70,53.90,25.60,61.00,22.50,40.10,35.20,46.00,50.10,41.60,19.80,0.00
0.22,3680.00,4520.00,9.39,27.20,42.20,2710.00,75.40,120.00,0.33,80.10,49.80,2640.00,26.10,49.20,3100.00,23.70,66.00,241.00,342.00,94.60,77.70,32.30,8.83,26.20,6.93,19.20,1.64,33.10,13.70,23.80,1.43,18.60,2.24,4.85,2.30,0.01,0.83,0.08,53.80,43.80,62.90,53.80,22.80,60.00,22.90,39.00,37.40,44.70,50.00,41.60,16.30,0.00
0.23,3680.00,4490.00,9.24,27.00,42.30,2710.00,74.20,120.00,0.33,80.20,48.90,2640.00,23.90,49.60,3100.00,22.40,66.10,242.00,343.00,94.50,77.30,32.30,8.83,26.20,6.93,19.20,1.64,33.10,13.70,23.80,1.43,18.60,2.24,4.85,2.30,0.01,0.83,0.08,53.80,43.80,63.00,54.20,22.50,63.20,22.50,39.00,34.80,45.50,50.00,40.80,19.40,0.00
0.24,3660.00,4440.00,9.33,26.80,42.70,2700.00,74.20,120.00,0.33,80.00,48.80,2630.00,26.20,51.30,3100.00,23.10,66.10,240.00,343.00,94.60,77.00,32.80,8.83,26.10,7.06,18.80,1.63,33.50,13.90,24.30,1.29,18.50,2.25,4.75,2.21,0.02,0.83,0.10,53.90,43.70,62.80,53.60,24.00,61.10,22.60,39.00,34.50,49.60,49.90,41.10,17.70,0.00
0.24,3640.00,4450.00,9.45,26.90,42.70,2700.00,73.90,120.00,0.33,80.00,49.20,2630.00,25.40,48.70,3100.00,23.80,66.10,238.00,343.00,94.50,77.30,32.80,8.83,26.10,7.06,18.80,1.63,33.50,13.90,24.30,1.29,18.50,2.25,4.75,2.21,0.02,0.83,0.10,53.90,43.70,63.20,53.50,23.70,59.80,22.30,39.00,35.70,43.60,50.00,40.30,16.10,0.00
0.19,3620.00,4480.00,9.33,27.00,42.10,2700.00,75.60,120.00,0.35,80.20,49.80,2630.00,24.00,51.20,3100.00,23.20,66.10,240.00,342.00,94.80,77.80,32.50,8.99,26.40,6.97,18.50,1.62,33.50,13.80,23.60,1.17,18.70,2.26,4.89,2.34,0.02,0.83,0.10,53.90,43.70,62.40,54.10,18.70,62.40,22.90,41.40,37.40,49.20,49.80,41.30,17.50,0.00
0.19,3610.00,4490.00,9.32,26.90,42.20,2700.00,75.00,120.00,0.35,80.10,51.30,2630.00,24.20,51.40,3100.00,23.30,66.10,237.00,343.00,94.70,77.00,32.50,8.99,26.40,6.97,18.50,1.62,33.50,13.80,23.60,1.17,18.70,2.26,4.89,2.34,0.02,0.83,0.10,53.90,43.70,62.40,54.00,18.50,65.30,22.60,41.40,42.00,49.90,50.00,39.60,17.30,0.00
0.21,3600.00,4490.00,9.32,26.60,42.20,2710.00,75.60,120.00,0.34,80.10,50.40,2630.00,26.20,50.60,3100.00,22.90,66.10,241.00,342.00,94.80,77.30,32.10,8.83,26.30,6.87,18.90,1.61,33.00,13.90,23.70,1.12,18.50,2.26,4.85,2.34,0.02,0.83,0.10,53.90,43.70,63.30,54.80,20.70,61.90,21.90,40.10,39.20,47.90,49.60,41.10,18.30,0.00
0.21,3630.00,4560.00,9.44,26.90,42.20,2710.00,75.80,120.00,0.34,80.20,48.60,2640.00,26.60,50.80,3100.00,24.10,66.10,240.00,342.00,94.60,77.40,32.10,8.83,26.30,6.87,18.90,1.61,33.00,13.90,23.70,1.12,18.50,2.26,4.85,2.34,0.00,0.83,0.12,53.80,44.40,62.80,53.90,20.70,63.50,22.30,40.10,33.90,48.40,49.50,41.40,15.40,0.00
0.25,3660.00,4470.00,9.53,27.10,42.40,2710.00,74.20,120.00,0.36,80.10,51.10,2640.00,24.20,48.30,3100.00,22.70,66.10,239.00,342.00,94.80,77.10,32.40,8.92,26.30,6.76,18.70,1.72,33.30,13.90,24.30,1.19,18.30,2.25,4.88,2.29,0.00,0.83,0.12,53.80,44.40,63.20,54.00,24.90,60.50,22.70,41.80,41.20,42.50,49.60,41.40,18.60,0.00
0.25,3670.00,4510.00,9.52,27.40,42.50,2710.00,74.80,120.00,0.36,80.00,49.60,2640.00,25.80,49.70,3100.00,23.20,66.10,238.00,342.00,94.60,77.40,32.40,8.92,26.30,6.76,18.70,1.72,33.30,13.90,24.30,1.19,18.30,2.25,4.88,2.29,0.00,0.83,0.12,53.80,44.40,63.00,53.50,24.80,60.10,22.80,42.00,36.80,45.90,49.60,40.60,17.50,0.00
0.22,3660.00,4540.00,9.44,26.90,42.10,2710.00,73.80,120.00,0.35,80.10,50.30,2640.00,25.50,50.90,3100.00,22.80,66.00,238.00,343.00,94.50,77.40,31.70,8.89,26.60,6.93,18.80,1.68,33.40,13.80,24.00,1.13,18.70,2.29,4.85,2.35,0.00,0.83,0.12,53.80,44.40,64.20,53.50,22.30,59.60,22.40,41.10,39.10,48.70,49.50,42.10,18.60,0.00
0.22,3730.00,4510.00,9.27,27.00,42.20,2710.00,75.60,120.00,0.35,80.10,48.90,2640.00,23.60,48.20,3100.00,22.40,66.00,237.00,342.00,94.50,77.60,31.70,8.89,26.60,6.93,18.80,1.68,33.40,13.80,24.00,1.13,18.70,2.29,4.85,2.35,0.00,0.83,0.12,53.80,44.40,63.00,54.00,22.50,62.10,22.60,41.30,34.80,42.30,49.50,41.40,19.40,0.00
0.29,3660.00,4520.00,9.40,26.70,42.30,2710.00,74.30,120.00,0.33,80.00,50.00,2640.00,23.90,49.80,3100.00,22.20,66.00,236.00,342.00,94.50,77.40,32.20,9.03,26.50,7.01,18.80,1.63,33.20,13.80,24.20,1.20,18.30,2.29,4.86,2.31,0.01,0.81,0.09,53.70,43.50,62.70,53.70,28.50,62.10,22.30,40.10,38.00,46.10,49.40,41.60,19.90,0.00
0.29,3640.00,4540.00,9.44,26.60,42.40,2710.00,75.40,120.00,0.34,80.00,50.40,2640.00,25.80,52.00,3110.00,22.70,66.00,236.00,343.00,94.60,77.20,32.20,9.03,26.50,7.01,18.80,1.63,33.20,13.80,24.20,1.20,18.30,2.29,4.86,2.31,0.01,0.81,0.09,53.70,43.50,62.90,53.40,28.70,60.50,22.40,39.50,39.30,51.10,49.30,41.00,18.60,0.00
0.24,3650.00,4540.00,9.40,26.50,42.40,2710.00,74.60,120.00,0.34,80.20,50.70,2640.00,26.40,51.30,3110.00,22.50,66.00,237.00,343.00,94.60,77.30,32.30,8.91,26.70,6.91,18.80,1.67,33.00,13.70,23.80,1.43,18.10,2.25,4.86,2.31,0.01,0.81,0.09,53.70,43.50,62.00,53.30,23.70,62.00,22.60,40.80,40.10,49.50,49.20,41.20,19.20,0.00
0.24,3610.00,4500.00,9.49,27.00,42.60,2710.00,74.70,120.00,0.34,80.20,49.10,2640.00,24.30,48.20,3110.00,23.10,66.00,237.00,343.00,94.60,77.40,32.30,8.91,26.70,6.91,18.80,1.67,33.00,13.70,23.80,1.43,18.10,2.25,4.86,2.31,0.01,0.81,0.09,53.70,43.50,62.60,53.80,23.90,60.90,23.20,40.60,35.50,42.50,49.00,40.70,17.60,0.00
0.24,3650.00,4440.00,9.55,26.90,42.40,2710.00,74.80,120.00,0.33,80.00,49.20,2640.00,25.50,50.90,3110.00,22.40,66.00,235.00,343.00,94.70,77.40,32.00,8.98,26.90,6.70,18.60,1.65,33.10,13.70,24.80,1.26,18.10,2.26,4.84,2.32,0.01,0.81,0.09,53.70,43.50,62.80,54.60,23.40,61.00,22.80,38.20,35.70,48.60,49.10,41.50,19.30,0.00
0.24,3660.00,4520.00,9.45,27.00,42.00,2710.00,75.30,120.00,0.33,80.00,50.30,2640.00,28.20,51.50,3110.00,22.90,66.00,234.00,343.00,94.50,77.20,32.00,8.98,26.90,6.70,18.60,1.65,33.10,13.70,24.80,1.26,18.10,2.26,4.84,2.32,0.01,0.81,0.09,53.40,43.40,62.80,53.70,23.70,61.40,22.90,38.60,38.90,49.90,48.60,40.80,18.30,0.00
0.27,3730.00,4570.00,9.34,26.50,42.20,2710.00,74.50,120.00,0.32,80.00,52.50,2640.00,24.60,47.20,3110.00,22.50,65.90,234.00,343.00,94.60,77.40,32.40,8.91,26.50,6.84,18.40,1.65,33.00,13.80,24.20,1.20,18.30,2.30,4.92,2.32,0.01,0.81,0.09,53.40,43.40,63.50,53.60,26.60,62.40,22.60,39.10,45.40,40.20,48.20,42.30,19.00,0.00
0.27,3690.00,4530.00,9.27,26.90,42.70,2710.00,74.30,120.00,0.32,79.80,50.50,2640.00,25.00,49.90,3110.00,22.40,65.80,233.00,343.00,94.30,76.90,32.40,8.91,26.50,6.84,18.40,1.65,33.00,13.80,24.20,1.20,18.30,2.30,4.92,2.32,0.01,0.81,0.09,53.40,43.40,64.20,54.00,26.40,61.50,22.60,39.00,39.60,46.40,48.00,40.80,19.50,0.00
0.22,3660.00,4540.00,9.31,26.80,42.60,2710.00,74.50,120.00,0.34,79.90,52.40,2640.00,26.00,49.70,3110.00,23.10,65.70,231.00,343.00,94.60,77.30,32.20,8.77,26.40,6.68,19.20,1.60,33.60,13.80,24.10,1.26,18.30,2.27,4.80,2.26,0.01,0.81,0.09,53.40,43.40,63.60,54.50,22.20,62.40,22.90,40.50,45.10,45.90,47.90,42.00,17.80,0.00
0.22,3640.00,4540.00,9.34,26.80,42.00,2710.00,74.00,120.00,0.34,79.80,49.50,2640.00,25.30,50.50,3110.00,22.10,65.70,232.00,344.00,94.50,77.00,32.20,8.77,26.40,6.68,19.20,1.60,33.60,13.80,24.10,1.26,18.30,2.27,4.80,2.26,0.01,0.81,0.09,53.40,43.40,63.80,54.60,22.00,60.30,22.80,40.40,36.80,47.60,47.40,41.20,20.20,0.00
0.25,3720.00,4460.00,9.39,26.70,42.40,2710.00,75.20,120.00,0.33,79.70,48.90,2640.00,24.20,50.80,3110.00,22.10,65.60,231.00,343.00,94.40,77.30,32.30,8.66,26.60,6.83,18.60,1.58,33.30,13.80,24.30,1.10,18.60,2.24,4.82,2.23,0.00,0.81,0.09,53.10,44.70,63.90,53.50,24.40,60.10,22.80,39.90,34.90,48.30,47.20,41.20,20.20,0.00
0.25,3720.00,4490.00,9.40,26.90,42.00,2710.00,74.90,120.00,0.33,80.10,50.90,2640.00,24.30,49.90,3110.00,22.20,65.70,229.00,343.00,94.30,77.70,32.30,8.66,26.60,6.83,18.60,1.58,33.30,13.80,24.30,1.10,18.60,2.24,4.82,2.23,0.00,0.81,0.09,53.10,44.70,64.00,53.20,24.50,62.80,23.00,39.60,40.60,46.20,47.10,42.00,19.80,0.00
